ScenarioID,CountryID,PolicyID,Year,TransTypeID,VehTypeID,MassCatID,TOT_Stock
1,9,0,2014,2,5,11,0.0
1,9,0,2014,2,5,21,0.0
1,9,0,2014,2,5,22,0.0
1,9,0,2014,2,5,23,0.0
1,9,0,2014,2,6,32,0.0
1,9,0,2014,2,7,51,0.0
1,9,0,2014,2,7,52,0.0
1,9,0,2014,2,8,42,0.0
1,9,0,2014,2,8,43,0.0
1,9,0,2014,2,8,44,0.0
1,9,0,2015,1,3,1,0.0
1,9,0,2015,1,3,2,0.0
1,9,0,2015,1,3,3,0.0
1,9,0,2015,1,4,11,0.0
1,9,0,2015,1,4,13,0.0
1,9,0,2015,1,4,12,0.0
1,9,0,2015,1,2,4,0.0
1,9,0,2015,1,6,31,0.0
1,9,0,2015,1,6,32,0.0
1,9,0,2015,1,6,33,0.0
1,9,0,2015,1,6,34,0.0
1,9,0,2015,1,8,41,0.0
1,9,0,2015,1,8,42,0.0
1,9,0,2015,1,8,43,0.0
1,9,0,2015,1,8,44,0.0
1,9,0,2015,1,8,45,0.0
1,9,0,2015,2,3,11,0.0
1,9,0,2015,2,3,21,0.0
1,9,0,2015,2,5,11,0.0
1,9,0,2015,2,5,21,0.0
1,9,0,2015,2,5,22,0.0
1,9,0,2015,2,5,23,0.0
1,9,0,2015,2,6,32,0.0
1,9,0,2015,2,7,51,0.0
1,9,0,2015,2,7,52,0.0
1,9,0,2015,2,8,42,0.0
1,9,0,2015,2,8,43,0.0
1,9,0,2015,2,8,44,0.0
1,9,0,2016,1,3,1,0.0
1,9,0,2016,1,3,2,0.0
1,9,0,2016,1,3,3,0.0
1,9,0,2016,1,4,11,0.0
1,9,0,2016,1,4,13,0.0
1,9,0,2016,1,4,12,0.0
1,9,0,2016,1,2,4,0.0
1,9,0,2016,1,6,31,0.0
1,9,0,2016,1,6,32,0.0
1,9,0,2016,1,6,33,0.0
1,9,0,2016,1,6,34,0.0
1,9,0,2016,1,8,41,0.0
1,9,0,2016,1,8,42,0.0
1,9,0,2016,1,8,43,0.0
1,9,0,2016,1,8,44,0.0
1,9,0,2016,1,8,45,0.0
1,9,0,2016,2,3,11,0.0
1,9,0,2016,2,3,21,0.0
1,9,0,2016,2,5,11,0.0
1,9,0,2016,2,5,21,0.0
1,9,0,2016,2,5,22,0.0
1,9,0,2016,2,5,23,0.0
1,9,0,2016,2,6,32,0.0
1,9,0,2016,2,7,51,0.0
1,9,0,2016,2,7,52,0.0
1,9,0,2016,2,8,42,0.0
1,9,0,2016,2,8,43,0.0
1,9,0,2016,2,8,44,0.0
1,9,0,2017,1,3,1,0.0
1,9,0,2017,1,3,2,0.0
1,9,0,2017,1,3,3,0.0
1,9,0,2017,1,4,11,0.0
1,9,0,2017,1,4,13,0.0
1,9,0,2017,1,4,12,0.0
1,9,0,2017,1,2,4,0.0
1,9,0,2017,1,6,31,0.0
1,9,0,2017,1,6,32,0.0
1,9,0,2017,1,6,33,0.0
1,9,0,2017,1,6,34,0.0
1,9,0,2017,1,8,41,0.0
1,9,0,2017,1,8,42,0.0
1,9,0,2017,1,8,43,0.0
1,9,0,2017,1,8,44,0.0
1,9,0,2017,1,8,45,0.0
1,9,0,2017,2,3,11,0.0
1,9,0,2017,2,3,21,0.0
1,9,0,2017,2,5,11,0.0
1,9,0,2017,2,5,21,0.0
1,9,0,2017,2,5,22,0.0
1,9,0,2017,2,5,23,0.0
1,9,0,2017,2,6,32,0.0
1,9,0,2017,2,7,51,0.0
1,9,0,2017,2,7,52,0.0
1,9,0,2017,2,8,42,0.0
1,9,0,2017,2,8,43,0.0
1,9,0,2017,2,8,44,0.0
1,9,0,2018,1,3,1,0.0
1,9,0,2018,1,3,2,0.0
1,9,0,2018,1,3,3,0.0
1,9,0,2018,1,4,11,0.0
1,9,0,2018,1,4,13,0.0
1,9,0,2018,1,4,12,0.0
1,9,0,2018,1,2,4,0.0
1,9,0,2018,1,6,31,0.0
1,9,0,2018,1,6,32,0.0
1,9,0,2018,1,6,33,0.0
1,9,0,2018,1,6,34,0.0
1,9,0,2018,1,8,41,0.0
1,9,0,2018,1,8,42,0.0
1,9,0,2018,1,8,43,0.0
1,9,0,2018,1,8,44,0.0
1,9,0,2018,1,8,45,0.0
1,9,0,2018,2,3,11,0.0
1,9,0,2018,2,3,21,0.0
1,9,0,2018,2,5,11,0.0
1,9,0,2018,2,5,21,0.0
1,9,0,2018,2,5,22,0.0
1,9,0,2018,2,5,23,0.0
1,9,0,2018,2,6,32,0.0
1,9,0,2018,2,7,51,0.0
1,9,0,2018,2,7,52,0.0
1,9,0,2018,2,8,42,0.0
1,9,0,2018,2,8,43,0.0
1,9,0,2018,2,8,44,0.0
1,9,0,2019,1,3,1,0.0
1,9,0,2019,1,3,2,0.0
1,9,0,2019,1,3,3,0.0
1,9,0,2019,1,4,11,0.0
1,9,0,2019,1,4,13,0.0
1,9,0,2019,1,4,12,0.0
1,9,0,2019,1,2,4,0.0
1,9,0,2019,1,6,31,0.0
1,9,0,2019,1,6,32,0.0
1,9,0,2019,1,6,33,0.0
1,9,0,2019,1,6,34,0.0
1,9,0,2019,1,8,41,0.0
1,9,0,2019,1,8,42,0.0
1,9,0,2019,1,8,43,0.0
1,9,0,2019,1,8,44,0.0
1,9,0,2019,1,8,45,0.0
1,9,0,2019,2,3,11,0.0
1,9,0,2019,2,3,21,0.0
1,9,0,2019,2,5,11,0.0
1,9,0,2019,2,5,21,0.0
1,9,0,2019,2,5,22,0.0
1,9,0,2019,2,5,23,0.0
1,9,0,2019,2,6,32,0.0
1,9,0,2019,2,7,51,0.0
1,9,0,2019,2,7,52,0.0
1,9,0,2019,2,8,42,0.0
1,9,0,2019,2,8,43,0.0
1,9,0,2019,2,8,44,0.0
1,9,0,2020,1,3,1,0.0
1,9,0,2020,1,3,2,0.0
1,9,0,2020,1,3,3,0.0
1,9,0,2020,1,4,11,0.0
1,9,0,2020,1,4,13,0.0
1,9,0,2020,1,4,12,0.0
1,9,0,2020,1,2,4,0.0
1,9,0,2020,1,6,31,0.0
1,9,0,2020,1,6,32,0.0
1,9,0,2020,1,6,33,0.0
1,9,0,2020,1,6,34,0.0
1,9,0,2020,1,8,41,0.0
1,9,0,2020,1,8,42,0.0
1,9,0,2020,1,8,43,0.0
1,9,0,2020,1,8,44,0.0
1,9,0,2020,1,8,45,0.0
1,9,0,2020,2,3,11,0.0
1,9,0,2020,2,3,21,0.0
1,9,0,2020,2,5,11,0.0
1,9,0,2020,2,5,21,0.0
1,9,0,2020,2,5,22,0.0
1,9,0,2020,2,5,23,0.0
1,9,0,2020,2,6,32,0.0
1,9,0,2020,2,7,51,0.0
1,9,0,2020,2,7,52,0.0
1,9,0,2020,2,8,42,0.0
1,9,0,2020,2,8,43,0.0
1,9,0,2020,2,8,44,0.0
1,9,0,2021,1,3,1,0.0
1,9,0,2021,1,3,2,0.0
1,9,0,2021,1,3,3,0.0
1,9,0,2021,1,4,11,0.0
1,9,0,2021,1,4,13,0.0
1,9,0,2021,1,4,12,0.0
1,9,0,2021,1,2,4,0.0
1,9,0,2021,1,6,31,0.0
1,9,0,2021,1,6,32,0.0
1,9,0,2021,1,6,33,0.0
1,9,0,2021,1,6,34,0.0
1,9,0,2021,1,8,41,0.0
1,9,0,2021,1,8,42,0.0
1,9,0,2021,1,8,43,0.0
1,9,0,2021,1,8,44,0.0
1,9,0,2021,1,8,45,0.0
1,9,0,2021,2,3,11,0.0
1,9,0,2021,2,3,21,0.0
1,9,0,2021,2,5,11,0.0
1,9,0,2021,2,5,21,0.0
1,9,0,2021,2,5,22,0.0
1,9,0,2021,2,5,23,0.0
1,9,0,2021,2,6,32,0.0
1,9,0,2021,2,7,51,0.0
1,9,0,2021,2,7,52,0.0
1,9,0,2021,2,8,42,0.0
1,9,0,2021,2,8,43,0.0
1,9,0,2021,2,8,44,0.0
1,9,0,2022,1,3,1,0.0
1,9,0,2022,1,3,2,0.0
1,9,0,2022,1,3,3,0.0
1,9,0,2022,1,4,11,0.0
1,9,0,2022,1,4,13,0.0
1,9,0,2022,1,4,12,0.0
1,9,0,2022,1,2,4,0.0
1,9,0,2022,1,6,31,0.0
1,9,0,2022,1,6,32,0.0
1,9,0,2022,1,6,33,0.0
1,9,0,2022,1,6,34,0.0
1,9,0,2022,1,8,41,0.0
1,9,0,2022,1,8,42,0.0
1,9,0,2022,1,8,43,0.0
1,9,0,2022,1,8,44,0.0
1,9,0,2022,1,8,45,0.0
1,9,0,2022,2,3,11,0.0
1,9,0,2022,2,3,21,0.0
1,9,0,2022,2,5,11,0.0
1,9,0,2022,2,5,21,0.0
1,9,0,2022,2,5,22,0.0
1,9,0,2022,2,5,23,0.0
1,9,0,2022,2,6,32,0.0
1,9,0,2022,2,7,51,0.0
1,9,0,2022,2,7,52,0.0
1,9,0,2022,2,8,42,0.0
1,9,0,2022,2,8,43,0.0
1,9,0,2022,2,8,44,0.0
1,9,0,2023,1,3,1,0.0
1,9,0,2023,1,3,2,0.0
1,9,0,2023,1,3,3,0.0
1,9,0,2023,1,4,11,0.0
1,9,0,2023,1,4,13,0.0
1,9,0,2023,1,4,12,0.0
1,9,0,2023,1,2,4,0.0
1,9,0,2023,1,6,31,0.0
1,9,0,2023,1,6,32,0.0
1,9,0,2023,1,6,33,0.0
1,9,0,2023,1,6,34,0.0
1,9,0,2023,1,8,41,0.0
1,9,0,2023,1,8,42,0.0
1,9,0,2023,1,8,43,0.0
1,9,0,2023,1,8,44,0.0
1,9,0,2023,1,8,45,0.0
1,9,0,2023,2,3,11,0.0
1,9,0,2023,2,3,21,0.0
1,9,0,2023,2,5,11,0.0
1,9,0,2023,2,5,21,0.0
1,9,0,2023,2,5,22,0.0
1,9,0,2023,2,5,23,0.0
1,9,0,2023,2,6,32,0.0
1,9,0,2023,2,7,51,0.0
1,9,0,2023,2,7,52,0.0
1,9,0,2023,2,8,42,0.0
1,9,0,2023,2,8,43,0.0
1,9,0,2023,2,8,44,0.0
1,9,0,2024,1,3,1,0.0
1,9,0,2024,1,3,2,0.0
1,9,0,2024,1,3,3,0.0
1,9,0,2024,1,4,11,0.0
1,9,0,2024,1,4,13,0.0
1,9,0,2024,1,4,12,0.0
1,9,0,2024,1,2,4,0.0
1,9,0,2024,1,6,31,0.0
1,9,0,2024,1,6,32,0.0
1,9,0,2024,1,6,33,0.0
1,9,0,2024,1,6,34,0.0
1,9,0,2024,1,8,41,0.0
1,9,0,2024,1,8,42,0.0
1,9,0,2024,1,8,43,0.0
1,9,0,2024,1,8,44,0.0
1,9,0,2024,1,8,45,0.0
1,9,0,2024,2,3,11,0.0
1,9,0,2024,2,3,21,0.0
1,9,0,2024,2,5,11,0.0
1,9,0,2024,2,5,21,0.0
1,9,0,2024,2,5,22,0.0
1,9,0,2024,2,5,23,0.0
1,9,0,2024,2,6,32,0.0
1,9,0,2024,2,7,51,0.0
1,9,0,2024,2,7,52,0.0
1,9,0,2024,2,8,42,0.0
1,9,0,2024,2,8,43,0.0
1,9,0,2024,2,8,44,0.0
1,9,0,2025,1,3,1,0.0
1,9,0,2025,1,3,2,0.0
1,9,0,2025,1,3,3,0.0
1,9,0,2025,1,4,11,0.0
1,9,0,2025,1,4,13,0.0
1,9,0,2025,1,4,12,0.0
1,9,0,2025,1,2,4,0.0
1,9,0,2025,1,6,31,0.0
1,9,0,2025,1,6,32,0.0
1,9,0,2025,1,6,33,0.0
1,9,0,2025,1,6,34,0.0
1,9,0,2025,1,8,41,0.0
1,9,0,2025,1,8,42,0.0
1,9,0,2025,1,8,43,0.0
1,9,0,2025,1,8,44,0.0
1,9,0,2025,1,8,45,0.0
1,9,0,2025,2,3,11,0.0
1,9,0,2025,2,3,21,0.0
1,9,0,2025,2,5,11,0.0
1,9,0,2025,2,5,21,0.0
1,9,0,2025,2,5,22,0.0
1,9,0,2025,2,5,23,0.0
1,9,0,2025,2,6,32,0.0
1,9,0,2025,2,7,51,0.0
1,9,0,2025,2,7,52,0.0
1,9,0,2025,2,8,42,0.0
1,9,0,2025,2,8,43,0.0
1,9,0,2025,2,8,44,0.0
1,9,0,2026,1,3,1,0.0
1,9,0,2026,1,3,2,0.0
1,9,0,2026,1,3,3,0.0
1,9,0,2026,1,4,11,0.0
1,9,0,2026,1,4,13,0.0
1,9,0,2026,1,4,12,0.0
1,9,0,2026,1,2,4,0.0
1,9,0,2026,1,6,31,0.0
1,9,0,2026,1,6,32,0.0
1,9,0,2026,1,6,33,0.0
1,9,0,2026,1,6,34,0.0
1,9,0,2026,1,8,41,0.0
1,9,0,2026,1,8,42,0.0
1,9,0,2026,1,8,43,0.0
1,9,0,2026,1,8,44,0.0
1,9,0,2026,1,8,45,0.0
1,9,0,2026,2,3,11,0.0
1,9,0,2026,2,3,21,0.0
1,9,0,2026,2,5,11,0.0
1,9,0,2026,2,5,21,0.0
1,9,0,2026,2,5,22,0.0
1,9,0,2026,2,5,23,0.0
1,9,0,2026,2,6,32,0.0
1,9,0,2026,2,7,51,0.0
1,9,0,2026,2,7,52,0.0
1,9,0,2026,2,8,42,0.0
1,9,0,2026,2,8,43,0.0
1,9,0,2026,2,8,44,0.0
1,9,0,2027,1,3,1,0.0
1,9,0,2027,1,3,2,0.0
1,9,0,2027,1,3,3,0.0
1,9,0,2027,1,4,11,0.0
1,9,0,2027,1,4,13,0.0
1,9,0,2027,1,4,12,0.0
1,9,0,2027,1,2,4,0.0
1,9,0,2027,1,6,31,0.0
1,9,0,2027,1,6,32,0.0
1,9,0,2027,1,6,33,0.0
1,9,0,2027,1,6,34,0.0
1,9,0,2027,1,8,41,0.0
1,9,0,2027,1,8,42,0.0
1,9,0,2027,1,8,43,0.0
1,9,0,2027,1,8,44,0.0
1,9,0,2027,1,8,45,0.0
1,9,0,2027,2,3,11,0.0
1,9,0,2027,2,3,21,0.0
1,9,0,2027,2,5,11,0.0
1,9,0,2027,2,5,21,0.0
1,9,0,2027,2,5,22,0.0
1,9,0,2027,2,5,23,0.0
1,9,0,2027,2,6,32,0.0
1,9,0,2027,2,7,51,0.0
1,9,0,2027,2,7,52,0.0
1,9,0,2027,2,8,42,0.0
1,9,0,2027,2,8,43,0.0
1,9,0,2027,2,8,44,0.0
1,9,0,2028,1,3,1,0.0
1,9,0,2028,1,3,2,0.0
1,9,0,2028,1,3,3,0.0
1,9,0,2028,1,4,11,0.0
1,9,0,2028,1,4,13,0.0
1,9,0,2028,1,4,12,0.0
1,9,0,2028,1,2,4,0.0
1,9,0,2028,1,6,31,0.0
1,9,0,2028,1,6,32,0.0
1,9,0,2028,1,6,33,0.0
1,9,0,2028,1,6,34,0.0
1,9,0,2028,1,8,41,0.0
1,9,0,2028,1,8,42,0.0
1,9,0,2028,1,8,43,0.0
1,9,0,2028,1,8,44,0.0
1,9,0,2028,1,8,45,0.0
1,9,0,2028,2,3,11,0.0
1,9,0,2028,2,3,21,0.0
1,9,0,2028,2,5,11,0.0
1,9,0,2028,2,5,21,0.0
1,9,0,2028,2,5,22,0.0
1,9,0,2028,2,5,23,0.0
1,9,0,2028,2,6,32,0.0
1,9,0,2028,2,7,51,0.0
1,9,0,2028,2,7,52,0.0
1,9,0,2028,2,8,42,0.0
1,9,0,2028,2,8,43,0.0
1,9,0,2028,2,8,44,0.0
1,9,0,2029,1,3,1,0.0
1,9,0,2029,1,3,2,0.0
1,9,0,2029,1,3,3,0.0
1,9,0,2029,1,4,11,0.0
1,9,0,2029,1,4,13,0.0
1,9,0,2029,1,4,12,0.0
1,9,0,2029,1,2,4,0.0
1,9,0,2029,1,6,31,0.0
1,9,0,2029,1,6,32,0.0
1,9,0,2029,1,6,33,0.0
1,9,0,2029,1,6,34,0.0
1,9,0,2029,1,8,41,0.0
1,9,0,2029,1,8,42,0.0
1,9,0,2029,1,8,43,0.0
1,9,0,2029,1,8,44,0.0
1,9,0,2029,1,8,45,0.0
1,9,0,2029,2,3,11,0.0
1,9,0,2029,2,3,21,0.0
1,9,0,2029,2,5,11,0.0
1,9,0,2029,2,5,21,0.0
1,9,0,2029,2,5,22,0.0
1,9,0,2029,2,5,23,0.0
1,9,0,2029,2,6,32,0.0
1,9,0,2029,2,7,51,0.0
1,9,0,2029,2,7,52,0.0
1,9,0,2029,2,8,42,0.0
1,9,0,2029,2,8,43,0.0
1,9,0,2029,2,8,44,0.0
1,9,0,2030,1,3,1,0.0
1,9,0,2030,1,3,2,0.0
1,9,0,2030,1,3,3,0.0
1,9,0,2030,1,4,11,0.0
1,9,0,2030,1,4,13,0.0
1,9,0,2030,1,4,12,0.0
1,9,0,2030,1,2,4,0.0
1,9,0,2030,1,6,31,0.0
1,9,0,2030,1,6,32,0.0
1,9,0,2030,1,6,33,0.0
1,9,0,2030,1,6,34,0.0
1,9,0,2030,1,8,41,0.0
1,9,0,2030,1,8,42,0.0
1,9,0,2030,1,8,43,0.0
1,9,0,2030,1,8,44,0.0
1,9,0,2030,1,8,45,0.0
1,9,0,2030,2,3,11,0.0
1,9,0,2030,2,3,21,0.0
1,9,0,2030,2,5,11,0.0
1,9,0,2030,2,5,21,0.0
1,9,0,2030,2,5,22,0.0
1,9,0,2030,2,5,23,0.0
1,9,0,2030,2,6,32,0.0
1,9,0,2030,2,7,51,0.0
1,9,0,2030,2,7,52,0.0
1,9,0,2030,2,8,42,0.0
1,9,0,2030,2,8,43,0.0
1,9,0,2030,2,8,44,0.0
1,9,0,2031,1,3,1,0.0
1,9,0,2031,1,3,2,0.0
1,9,0,2031,1,3,3,0.0
1,9,0,2031,1,4,11,0.0
1,9,0,2031,1,4,13,0.0
1,9,0,2031,1,4,12,0.0
1,9,0,2031,1,2,4,0.0
1,9,0,2031,1,6,31,0.0
1,9,0,2031,1,6,32,0.0
1,9,0,2031,1,6,33,0.0
1,9,0,2031,1,6,34,0.0
1,9,0,2031,1,8,41,0.0
1,9,0,2031,1,8,42,0.0
1,9,0,2031,1,8,43,0.0
1,9,0,2031,1,8,44,0.0
1,9,0,2031,1,8,45,0.0
1,9,0,2031,2,3,11,0.0
1,9,0,2031,2,3,21,0.0
1,9,0,2031,2,5,11,0.0
1,9,0,2031,2,5,21,0.0
1,9,0,2031,2,5,22,0.0
1,9,0,2031,2,5,23,0.0
1,9,0,2031,2,6,32,0.0
1,9,0,2031,2,7,51,0.0
1,9,0,2031,2,7,52,0.0
1,9,0,2031,2,8,42,0.0
1,9,0,2031,2,8,43,0.0
1,9,0,2031,2,8,44,0.0
1,9,0,2032,1,3,1,0.0
1,9,0,2032,1,3,2,0.0
1,9,0,2032,1,3,3,0.0
1,9,0,2032,1,4,11,0.0
1,9,0,2032,1,4,13,0.0
1,9,0,2032,1,4,12,0.0
1,9,0,2032,1,2,4,0.0
1,9,0,2032,1,6,31,0.0
1,9,0,2032,1,6,32,0.0
1,9,0,2032,1,6,33,0.0
1,9,0,2032,1,6,34,0.0
1,9,0,2032,1,8,41,0.0
1,9,0,2032,1,8,42,0.0
1,9,0,2032,1,8,43,0.0
1,9,0,2032,1,8,44,0.0
1,9,0,2032,1,8,45,0.0
1,9,0,2032,2,3,11,0.0
1,9,0,2032,2,3,21,0.0
1,9,0,2032,2,5,11,0.0
1,9,0,2032,2,5,21,0.0
1,9,0,2032,2,5,22,0.0
1,9,0,2032,2,5,23,0.0
1,9,0,2032,2,6,32,0.0
1,9,0,2032,2,7,51,0.0
1,9,0,2032,2,7,52,0.0
1,9,0,2032,2,8,42,0.0
1,9,0,2032,2,8,43,0.0
1,9,0,2032,2,8,44,0.0
1,9,0,2033,1,3,1,0.0
1,9,0,2033,1,3,2,0.0
1,9,0,2033,1,3,3,0.0
1,9,0,2033,1,4,11,0.0
1,9,0,2033,1,4,13,0.0
1,9,0,2033,1,4,12,0.0
1,9,0,2033,1,2,4,0.0
1,9,0,2033,1,6,31,0.0
1,9,0,2033,1,6,32,0.0
1,9,0,2033,1,6,33,0.0
1,9,0,2033,1,6,34,0.0
1,9,0,2033,1,8,41,0.0
1,9,0,2033,1,8,42,0.0
1,9,0,2033,1,8,43,0.0
1,9,0,2033,1,8,44,0.0
1,9,0,2033,1,8,45,0.0
1,9,0,2033,2,3,11,0.0
1,9,0,2033,2,3,21,0.0
1,9,0,2033,2,5,11,0.0
1,9,0,2033,2,5,21,0.0
1,9,0,2033,2,5,22,0.0
1,9,0,2033,2,5,23,0.0
1,9,0,2033,2,6,32,0.0
1,9,0,2033,2,7,51,0.0
1,9,0,2033,2,7,52,0.0
1,9,0,2033,2,8,42,0.0
1,9,0,2033,2,8,43,0.0
1,9,0,2033,2,8,44,0.0
1,9,0,2034,1,3,1,0.0
1,9,0,2034,1,3,2,0.0
1,9,0,2034,1,3,3,0.0
1,9,0,2034,1,4,11,0.0
1,9,0,2034,1,4,13,0.0
1,9,0,2034,1,4,12,0.0
1,9,0,2034,1,2,4,0.0
1,9,0,2034,1,6,31,0.0
1,9,0,2034,1,6,32,0.0
1,9,0,2034,1,6,33,0.0
1,9,0,2034,1,6,34,0.0
1,9,0,2034,1,8,41,0.0
1,9,0,2034,1,8,42,0.0
1,9,0,2034,1,8,43,0.0
1,9,0,2034,1,8,44,0.0
1,9,0,2034,1,8,45,0.0
1,9,0,2034,2,3,11,0.0
1,9,0,2034,2,3,21,0.0
1,9,0,2034,2,5,11,0.0
1,9,0,2034,2,5,21,0.0
1,9,0,2034,2,5,22,0.0
1,9,0,2034,2,5,23,0.0
1,9,0,2034,2,6,32,0.0
1,9,0,2034,2,7,51,0.0
1,9,0,2034,2,7,52,0.0
1,9,0,2034,2,8,42,0.0
1,9,0,2034,2,8,43,0.0
1,9,0,2034,2,8,44,0.0
1,9,0,2035,1,3,1,0.0
1,9,0,2035,1,3,2,0.0
1,9,0,2035,1,3,3,0.0
1,9,0,2035,1,4,11,0.0
1,9,0,2035,1,4,13,0.0
1,9,0,2035,1,4,12,0.0
1,9,0,2035,1,2,4,0.0
1,9,0,2035,1,6,31,0.0
1,9,0,2035,1,6,32,0.0
1,9,0,2035,1,6,33,0.0
1,9,0,2035,1,6,34,0.0
1,9,0,2035,1,8,41,0.0
1,9,0,2035,1,8,42,0.0
1,9,0,2035,1,8,43,0.0
1,9,0,2035,1,8,44,0.0
1,9,0,2035,1,8,45,0.0
1,9,0,2035,2,3,11,0.0
1,9,0,2035,2,3,21,0.0
1,9,0,2035,2,5,11,0.0
1,9,0,2035,2,5,21,0.0
1,9,0,2035,2,5,22,0.0
1,9,0,2035,2,5,23,0.0
1,9,0,2035,2,6,32,0.0
1,9,0,2035,2,7,51,0.0
1,9,0,2035,2,7,52,0.0
1,9,0,2035,2,8,42,0.0
1,9,0,2035,2,8,43,0.0
1,9,0,2035,2,8,44,0.0
1,9,0,2036,1,3,1,0.0
1,9,0,2036,1,3,2,0.0
1,9,0,2036,1,3,3,0.0
1,9,0,2036,1,4,11,0.0
1,9,0,2036,1,4,13,0.0
1,9,0,2036,1,4,12,0.0
1,9,0,2036,1,2,4,0.0
1,9,0,2036,1,6,31,0.0
1,9,0,2036,1,6,32,0.0
1,9,0,2036,1,6,33,0.0
1,9,0,2036,1,6,34,0.0
1,9,0,2036,1,8,41,0.0
1,9,0,2036,1,8,42,0.0
1,9,0,2036,1,8,43,0.0
1,9,0,2036,1,8,44,0.0
1,9,0,2036,1,8,45,0.0
1,9,0,2036,2,3,11,0.0
1,9,0,2036,2,3,21,0.0
1,9,0,2036,2,5,11,0.0
1,9,0,2036,2,5,21,0.0
1,9,0,2036,2,5,22,0.0
1,9,0,2036,2,5,23,0.0
1,9,0,2036,2,6,32,0.0
1,9,0,2036,2,7,51,0.0
1,9,0,2036,2,7,52,0.0
1,9,0,2036,2,8,42,0.0
1,9,0,2036,2,8,43,0.0
1,9,0,2036,2,8,44,0.0
1,9,0,2037,1,3,1,0.0
1,9,0,2037,1,3,2,0.0
1,9,0,2037,1,3,3,0.0
1,9,0,2037,1,4,11,0.0
1,9,0,2037,1,4,13,0.0
1,9,0,2037,1,4,12,0.0
1,9,0,2037,1,2,4,0.0
1,9,0,2037,1,6,31,0.0
1,9,0,2037,1,6,32,0.0
1,9,0,2037,1,6,33,0.0
1,9,0,2037,1,6,34,0.0
1,9,0,2037,1,8,41,0.0
1,9,0,2037,1,8,42,0.0
1,9,0,2037,1,8,43,0.0
1,9,0,2037,1,8,44,0.0
1,9,0,2037,1,8,45,0.0
1,9,0,2037,2,3,11,0.0
1,9,0,2037,2,3,21,0.0
1,9,0,2037,2,5,11,0.0
1,9,0,2037,2,5,21,0.0
1,9,0,2037,2,5,22,0.0
1,9,0,2037,2,5,23,0.0
1,9,0,2037,2,6,32,0.0
1,9,0,2037,2,7,51,0.0
1,9,0,2037,2,7,52,0.0
1,9,0,2037,2,8,42,0.0
